,,,,,oral_scc,oral_non,oral_lip_scc,oral_lip_non,oral_tongue_scc,oral_tongue_non,oral_salivary_scc,oral_salivary_non,oral_floor_scc,oral_floor_non,oral_gum_scc,oral_gum_non,oral_nasopharynx_scc,oral_nasopharynx_non,oral_tonsil_scc,oral_tonsil_non,oral_oropharynx_scc,oral_oropharynx_non,oral_hypopharynx_scc,oral_hypopharynx_non,oral_other_scc,oral_other_non
  CA: Alpine County (06003),2000-2004,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2000-2004,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,male,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2005-2009,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,male,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,male,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Alpine County (06003),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2000-2004,male,0-44,nhw,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
  CA: Amador County (06005),2000-2004,male,45-64,nhw,7,2,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1
  CA: Amador County (06005),2000-2004,male,65+,nhw,8,1,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
  CA: Amador County (06005),2000-2004,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2000-2004,female,45-64,nhw,2,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
  CA: Amador County (06005),2000-2004,female,65+,nhw,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2005-2009,male,0-44,nhw,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
  CA: Amador County (06005),2005-2009,male,45-64,nhw,8,1,0,0,2,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,0,0
  CA: Amador County (06005),2005-2009,male,65+,nhw,8,2,0,0,3,2,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0
  CA: Amador County (06005),2005-2009,female,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
  CA: Amador County (06005),2005-2009,female,45-64,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2005-2009,female,65+,nhw,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2010-2013,male,0-44,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2010-2013,male,45-64,nhw,8,0,0,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0
  CA: Amador County (06005),2010-2013,male,65+,nhw,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
  CA: Amador County (06005),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Amador County (06005),2010-2013,female,45-64,nhw,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Amador County (06005),2010-2013,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  CA: Butte County (06007),2000-2004,male,0-44,nhw,9,2,1,0,2,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1
  CA: Butte County (06007),2000-2004,male,45-64,nhw,30,6,1,0,17,2,0,2,1,0,1,0,2,0,6,1,1,0,1,0,0,1
  CA: Butte County (06007),2000-2004,male,65+,nhw,29,8,5,0,8,2,2,2,2,0,4,2,0,1,4,0,0,0,4,0,0,1
  CA: Butte County (06007),2000-2004,female,0-44,nhw,2,3,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Butte County (06007),2000-2004,female,45-64,nhw,9,5,1,0,3,0,0,3,2,0,1,1,0,0,0,0,0,0,1,0,1,1
  CA: Butte County (06007),2000-2004,female,65+,nhw,22,4,2,0,7,0,1,2,1,0,5,1,1,1,0,0,0,0,4,0,1,0
  CA: Butte County (06007),2005-2009,male,0-44,nhw,15,1,5,0,5,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
  CA: Butte County (06007),2005-2009,male,45-64,nhw,50,7,8,0,18,1,1,4,2,0,3,0,2,0,13,1,3,0,0,0,0,1
  CA: Butte County (06007),2005-2009,male,65+,nhw,24,8,3,2,7,2,2,3,4,0,2,0,0,0,2,0,0,1,3,0,1,0
  CA: Butte County (06007),2005-2009,female,0-44,nhw,6,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
  CA: Butte County (06007),2005-2009,female,45-64,nhw,16,2,1,0,3,0,0,0,4,0,1,2,0,0,4,0,1,0,2,0,0,0
  CA: Butte County (06007),2005-2009,female,65+,nhw,11,3,1,0,2,0,1,2,1,0,1,1,0,0,3,0,0,0,1,0,1,0
  CA: Butte County (06007),2010-2013,male,0-44,nhw,6,2,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
  CA: Butte County (06007),2010-2013,male,45-64,nhw,33,11,2,0,15,4,0,4,2,0,1,0,0,0,10,2,1,0,2,1,0,0
  CA: Butte County (06007),2010-2013,male,65+,nhw,20,7,3,0,3,3,0,2,2,0,2,0,1,0,4,0,2,1,2,1,1,0
  CA: Butte County (06007),2010-2013,female,0-44,nhw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
  CA: Butte County (06007),2010-2013,female,45-64,nhw,6,1,0,0,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
  CA: Butte County (06007),2010-2013,female,65+,nhw,16,4,2,0,2,1,0,3,2,0,4,0,0,0,3,0,1,0,2,0,0,0
  CA: Calaveras County (06009),2000-2004,male,0-44,nhw,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2000-2004,male,45-64,nhw,8,4,0,0,1,0,0,3,1,0,1,0,0,1,5,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2000-2004,male,65+,nhw,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
  CA: Calaveras County (06009),2000-2004,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2000-2004,female,45-64,nhw,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2000-2004,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,male,0-44,nhw,6,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,male,45-64,nhw,15,2,0,0,5,0,1,1,0,0,0,0,0,0,8,1,1,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,male,65+,nhw,9,0,1,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,female,0-44,nhw,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,female,45-64,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2005-2009,female,65+,nhw,6,2,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0
  CA: Calaveras County (06009),2010-2013,male,0-44,nhw,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2010-2013,male,45-64,nhw,14,1,1,0,4,0,0,0,0,0,2,0,1,0,5,0,0,1,0,0,1,0
  CA: Calaveras County (06009),2010-2013,male,65+,nhw,8,1,1,0,1,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
  CA: Calaveras County (06009),2010-2013,female,0-44,nhw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2010-2013,female,45-64,nhw,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Calaveras County (06009),2010-2013,female,65+,nhw,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
  CA: Colusa County (06011),2000-2004,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2000-2004,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Colusa County (06011),2000-2004,male,65+,nhw,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  CA: Colusa County (06011),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2000-2004,female,45-64,nhw,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2000-2004,female,65+,nhw,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
  CA: Colusa County (06011),2005-2009,male,0-44,nhw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Colusa County (06011),2005-2009,male,45-64,nhw,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Colusa County (06011),2005-2009,male,65+,nhw,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
  CA: Colusa County (06011),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2005-2009,female,65+,nhw,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,male,45-64,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,male,65+,nhw,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Colusa County (06011),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2000-2004,male,0-44,nhw,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2000-2004,male,45-64,nhw,10,0,0,0,4,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0
  CA: Del Norte County (06015),2000-2004,male,65+,nhw,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
  CA: Del Norte County (06015),2000-2004,female,0-44,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2000-2004,female,45-64,nhw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2000-2004,female,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2005-2009,male,45-64,nhw,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
  CA: Del Norte County (06015),2005-2009,male,65+,nhw,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
  CA: Del Norte County (06015),2005-2009,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2005-2009,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2005-2009,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,male,0-44,nhw,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,male,45-64,nhw,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,male,65+,nhw,5,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,female,0-44,nhw,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,female,45-64,nhw,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  CA: Del Norte County (06015),2010-2013,female,65+,nhw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2000-2004,male,0-44,nhw,12,1,2,0,3,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2000-2004,male,45-64,nhw,37,6,3,0,11,0,0,4,5,0,4,1,0,0,12,1,0,0,2,0,0,0
  CA: El Dorado County (06017),2000-2004,male,65+,nhw,26,10,7,1,7,1,2,8,0,0,1,0,1,0,3,0,0,0,5,0,0,0
  CA: El Dorado County (06017),2000-2004,female,0-44,nhw,3,3,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0
  CA: El Dorado County (06017),2000-2004,female,45-64,nhw,8,1,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,1,0
  CA: El Dorado County (06017),2000-2004,female,65+,nhw,15,2,1,0,7,0,1,0,2,0,2,1,0,1,0,0,1,0,1,0,0,0
  CA: El Dorado County (06017),2005-2009,male,0-44,nhw,11,0,2,0,4,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0
  CA: El Dorado County (06017),2005-2009,male,45-64,nhw,43,2,5,0,14,0,0,1,2,0,1,0,0,0,17,1,2,0,2,0,0,0
  CA: El Dorado County (06017),2005-2009,male,65+,nhw,19,6,5,1,5,1,1,2,0,1,3,0,1,0,2,0,1,0,1,1,0,0
  CA: El Dorado County (06017),2005-2009,female,0-44,nhw,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2005-2009,female,45-64,nhw,12,4,1,0,5,1,0,3,1,0,1,0,1,0,2,0,0,0,1,0,0,0
  CA: El Dorado County (06017),2005-2009,female,65+,nhw,8,1,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0
  CA: El Dorado County (06017),2010-2013,male,0-44,nhw,6,1,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2010-2013,male,45-64,nhw,39,3,4,0,14,2,0,0,1,0,2,0,1,0,13,1,2,0,2,0,0,0
  CA: El Dorado County (06017),2010-2013,male,65+,nhw,24,5,3,0,10,1,0,1,1,0,1,0,1,1,4,2,2,0,2,0,0,0
  CA: El Dorado County (06017),2010-2013,female,0-44,nhw,4,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2010-2013,female,45-64,nhw,10,1,3,0,3,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0
  CA: El Dorado County (06017),2010-2013,female,65+,nhw,13,2,4,0,2,1,0,0,1,1,3,0,0,0,1,0,0,0,2,0,0,0
  CA: Fresno County (06019),2000-2004,male,0-44,nhw,15,2,4,0,4,0,0,0,2,0,1,1,0,0,4,1,0,0,0,0,0,0
  CA: Fresno County (06019),2000-2004,male,45-64,nhw,60,13,11,0,24,2,0,6,6,0,4,1,0,1,6,3,5,0,3,0,1,0
  CA: Fresno County (06019),2000-2004,male,65+,nhw,61,12,9,1,17,2,5,5,2,0,5,3,4,1,3,0,2,0,10,0,4,0
  CA: Fresno County (06019),2000-2004,female,0-44,nhw,5,8,0,0,2,0,0,5,0,0,2,2,0,0,1,1,0,0,0,0,0,0
  CA: Fresno County (06019),2000-2004,female,45-64,nhw,7,10,0,0,3,0,0,7,1,0,1,1,0,0,2,2,0,0,0,0,0,0
  CA: Fresno County (06019),2000-2004,female,65+,nhw,31,15,3,1,9,1,0,6,3,0,6,4,1,1,6,0,0,0,2,0,1,2
  CA: Fresno County (06019),2005-2009,male,0-44,nhw,20,3,1,1,9,0,0,1,1,0,1,1,0,0,6,0,1,0,1,0,0,0
  CA: Fresno County (06019),2005-2009,male,45-64,nhw,82,5,5,1,30,0,0,3,2,0,8,0,3,0,25,1,4,0,5,0,0,0
  CA: Fresno County (06019),2005-2009,male,65+,nhw,57,12,12,0,12,0,3,6,6,1,7,1,3,2,9,1,1,1,3,0,1,0
  CA: Fresno County (06019),2005-2009,female,0-44,nhw,6,5,1,0,5,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  CA: Fresno County (06019),2005-2009,female,45-64,nhw,17,6,1,0,7,1,0,4,2,0,2,1,1,0,2,0,0,0,1,0,1,0
  CA: Fresno County (06019),2005-2009,female,65+,nhw,36,15,4,0,11,1,3,7,3,1,3,5,2,0,3,1,3,0,2,0,2,0
  CA: Fresno County (06019),2010-2013,male,0-44,nhw,10,3,1,0,5,0,0,1,0,0,0,1,1,0,2,0,1,1,0,0,0,0
  CA: Fresno County (06019),2010-2013,male,45-64,nhw,52,8,1,1,25,2,2,1,7,0,1,0,2,0,13,3,1,0,0,0,0,1
  CA: Fresno County (06019),2010-2013,male,65+,nhw,68,11,5,0,18,2,10,6,3,0,5,1,3,1,15,1,2,0,5,0,2,0
  CA: Fresno County (06019),2010-2013,female,0-44,nhw,6,3,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Fresno County (06019),2010-2013,female,45-64,nhw,15,3,2,0,5,0,0,3,2,0,0,0,3,0,1,0,0,0,2,0,0,0
  CA: Fresno County (06019),2010-2013,female,65+,nhw,22,5,3,0,8,0,2,2,2,0,4,1,0,0,2,0,1,1,0,1,0,0
  CA: Glenn County (06021),2000-2004,male,0-44,nhw,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Glenn County (06021),2000-2004,male,45-64,nhw,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
  CA: Glenn County (06021),2000-2004,male,65+,nhw,5,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
  CA: Glenn County (06021),2000-2004,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2000-2004,female,45-64,nhw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2000-2004,female,65+,nhw,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2005-2009,male,45-64,nhw,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Glenn County (06021),2005-2009,male,65+,nhw,6,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
  CA: Glenn County (06021),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2005-2009,female,45-64,nhw,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2005-2009,female,65+,nhw,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,male,45-64,nhw,9,2,0,0,2,1,0,0,2,0,1,1,0,0,3,0,1,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,male,65+,nhw,4,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,female,45-64,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Glenn County (06021),2010-2013,female,65+,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2000-2004,male,0-44,nhw,9,1,1,0,4,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2000-2004,male,45-64,nhw,26,2,2,0,7,0,0,2,1,0,4,0,0,0,11,0,0,0,1,0,0,0
  CA: Humboldt County (06023),2000-2004,male,65+,nhw,8,5,1,0,0,1,1,2,0,1,2,0,2,0,2,0,0,0,0,1,0,0
  CA: Humboldt County (06023),2000-2004,female,0-44,nhw,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2000-2004,female,45-64,nhw,8,1,0,0,0,0,0,1,2,0,3,0,1,0,2,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2000-2004,female,65+,nhw,14,0,2,0,2,0,0,0,0,0,4,0,1,0,2,0,0,0,3,0,0,0
  CA: Humboldt County (06023),2005-2009,male,0-44,nhw,8,1,3,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
  CA: Humboldt County (06023),2005-2009,male,45-64,nhw,24,2,4,0,6,0,0,1,1,0,1,1,1,0,10,0,0,0,1,0,0,0
  CA: Humboldt County (06023),2005-2009,male,65+,nhw,19,4,4,0,7,0,0,2,1,0,0,2,0,0,3,0,0,0,3,0,1,0
  CA: Humboldt County (06023),2005-2009,female,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2005-2009,female,45-64,nhw,5,2,0,0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2005-2009,female,65+,nhw,3,2,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
  CA: Humboldt County (06023),2010-2013,male,0-44,nhw,8,1,3,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
  CA: Humboldt County (06023),2010-2013,male,45-64,nhw,35,3,5,0,9,0,0,2,2,0,3,1,0,0,12,0,2,0,2,0,0,0
  CA: Humboldt County (06023),2010-2013,male,65+,nhw,13,4,2,0,4,0,0,1,0,0,4,0,0,0,2,1,0,0,0,1,1,1
  CA: Humboldt County (06023),2010-2013,female,0-44,nhw,1,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
  CA: Humboldt County (06023),2010-2013,female,45-64,nhw,9,2,1,0,3,1,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0
  CA: Humboldt County (06023),2010-2013,female,65+,nhw,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
  CA: Imperial County (06025),2000-2004,male,0-44,nhw,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2000-2004,male,45-64,nhw,10,0,0,0,3,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0
  CA: Imperial County (06025),2000-2004,male,65+,nhw,6,3,1,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
  CA: Imperial County (06025),2000-2004,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2000-2004,female,45-64,nhw,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2000-2004,female,65+,nhw,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2005-2009,male,0-44,nhw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2005-2009,male,45-64,nhw,8,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
  CA: Imperial County (06025),2005-2009,male,65+,nhw,8,5,0,1,2,0,2,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0
  CA: Imperial County (06025),2005-2009,female,0-44,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2005-2009,female,45-64,nhw,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2005-2009,female,65+,nhw,1,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
  CA: Imperial County (06025),2010-2013,male,0-44,nhw,4,2,1,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
